[N01-C-ABS-BW]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
63,1.240000,707.281611,24.545605
64,1.260000,707.281611,24.545605
65,1.280000,715.517787,24.831435
66,1.300000,703.163523,24.402690
67,1.320000,709.340655,24.617062
68,1.340000,711.399699,24.688520
69,1.360000,705.222567,24.474148
70,1.380000,709.340655,24.617062
71,1.400000,717.576831,24.902892
72,1.420000,711.399699,24.688520
73,1.440000,707.281611,24.545605
74,1.460000,709.340655,24.617062
75,1.480000,707.281611,24.545605
76,1.500000,711.399699,24.688520
77,1.520000,709.340655,24.617062
78,1.540000,703.163523,24.402690
79,1.560000,696.986391,24.188318
80,1.580000,709.340655,24.617062
81,1.600000,699.045435,24.259776
82,1.620000,707.281611,24.545605
83,1.640000,711.399699,24.688520
84,1.660000,707.281611,24.545605
85,1.680000,709.340655,24.617062
86,1.700000,707.281611,24.545605
87,1.720000,705.222567,24.474148
88,1.740000,711.399699,24.688520
89,1.760000,703.163523,24.402690
90,1.780000,699.045435,24.259776
91,1.800000,707.281611,24.545605
92,1.820000,707.281611,24.545605
93,1.840000,709.340655,24.617062
94,1.860000,703.163523,24.402690
95,1.880000,701.104479,24.331233
96,1.900000,709.340655,24.617062
97,1.920000,701.104479,24.331233
98,1.940000,715.517787,24.831435
99,1.960000,709.340655,24.617062
100,1.980000,707.281611,24.545605
101,2.000000,715.517787,24.831435
102,2.020000,709.340655,24.617062
103,2.040000,711.399699,24.688520
104,2.060000,701.104479,24.331233
105,2.080000,709.340655,24.617062
106,2.100000,715.517787,24.831435
107,2.120000,707.281611,24.545605
108,2.140000,713.458743,24.759977
109,2.160000,709.340655,24.617062
110,2.180000,715.517787,24.831435
111,2.200000,699.045435,24.259776
112,2.220000,711.399699,24.688520
