[N01-D-2024-NU]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
366,0.730000,9360.344976,17.368682,2.666642,3.440136,84.604429
367,0.732000,9412.250771,17.433249,2.673521,3.438686,85.064444
368,0.734000,9452.621944,17.498105,2.680397,3.437230,85.422233
369,0.736000,9498.760428,17.563231,2.687270,3.435766,85.831136
370,0.738000,9550.666223,17.628667,2.694140,3.434295,86.291151
371,0.740000,9567.968155,17.694312,2.701007,3.432818,86.444489
372,0.742000,9547.782568,17.759919,2.707871,3.431342,86.265594
373,0.744000,9501.644084,17.825270,2.714732,3.429871,85.856692
374,0.746000,9475.691186,17.890346,2.721591,3.428405,85.626685
375,0.748000,9455.505600,17.955236,2.728446,3.426943,85.447790
376,0.750000,9438.203668,18.019969,2.735298,3.425484,85.294451
377,0.752000,9394.948839,18.084468,2.742148,3.424030,84.911106
378,0.754000,9319.973802,18.148535,2.748995,3.422585,84.246639
379,0.756000,9227.696834,18.212003,2.755838,3.421153,83.428835
380,0.758000,9141.187176,18.274833,2.762679,3.419735,82.662143
381,0.760000,9069.095795,18.337095,2.769517,3.418330,82.023234
382,0.762000,9017.190000,18.398907,2.776352,3.416934,81.563219
383,0.764000,8936.447653,18.460241,2.783185,3.415548,80.847640
384,0.766000,8858.588961,18.521009,2.790015,3.414175,80.157617
385,0.768000,8774.962958,18.581201,2.796842,3.412815,79.416482
386,0.770000,8717.289853,18.640887,2.803666,3.411466,78.905354
387,0.772000,8671.151369,18.700195,2.810488,3.410124,78.496452
388,0.774000,8633.663850,18.759195,2.817306,3.408790,78.164219
389,0.776000,8596.176332,18.817917,2.824123,3.407461,77.831986
390,0.778000,8573.107090,18.876409,2.830936,3.406137,77.627534
391,0.780000,8526.968606,18.934643,2.837747,3.404818,77.218632
392,0.782000,8515.433985,18.992658,2.844556,3.403504,77.116407
393,0.784000,8521.201295,19.050631,2.851361,3.402191,77.167519
394,0.786000,8538.503227,19.108660,2.858164,3.400875,77.320858
395,0.788000,8567.339779,19.166824,2.864965,3.399556,77.576422
396,0.790000,8607.710953,19.225200,2.871763,3.398232,77.934211
397,0.792000,8630.780195,19.283769,2.878558,3.396902,78.138662
398,0.794000,8656.733092,19.342481,2.885350,3.395569,78.368670
399,0.796000,8688.453300,19.401366,2.892140,3.394231,78.649790
400,0.798000,8740.359095,19.460512,2.898927,3.392887,79.109805
401,0.800000,8774.962958,19.519928,2.905712,3.391535,79.416482
402,0.802000,8815.334132,19.579574,2.912493,3.390178,79.774271
403,0.804000,8829.752408,19.639382,2.919272,3.388817,79.902053
404,0.806000,8849.937995,19.699283,2.926049,3.387453,80.080948
405,0.808000,8893.192824,19.759375,2.932822,3.386084,80.464294
406,0.810000,8930.680342,19.819716,2.939593,3.384709,80.796527
407,0.812000,8953.749584,19.880237,2.946361,3.383329,81.000978
408,0.814000,8945.098618,19.940782,2.953126,3.381948,80.924309
409,0.816000,8927.796687,20.001215,2.959889,3.380569,80.770970
410,0.818000,8913.378411,20.061516,2.966648,3.379192,80.643189
